Country Name,Country Code,Year,Control of Corruption: Percentile Rank,Government Effectiveness: Percentile Rank,Political Stability and Absence of Violence/Terrorism: Percentile Rank,Regulatory Quality: Percentile Rank,Rule of Law: Percentile Rank,Voice and Accountability: Percentile Rank
Sri Lanka,LKA,2016,44.2857132,52.38095093,46.66666794,49.52381134,57.1428566,43.34975433
Sri Lanka,LKA,2017,39.52381134,46.19047546,42.38095093,46.19047546,54.2857132,43.34975433
Sri Lanka,LKA,2018,42.38095093,43.33333206,41.03773499,45.23809433,53.80952454,46.11650467
Sri Lanka,LKA,2019,44.2857132,47.1428566,40.09434128,43.80952454,53.80952454,42.51207733
Sri Lanka,LKA,2020,43.80952454,50.47618866,44.81132126,43.33333206,53.80952454,43.9613533
Sri Lanka,LKA,2021,42.8571434,49.04761887,33.01886749,38.57143021,53.33333206,44.44444275
Sri Lanka,LKA,2022,40.09434128,35.84905624,18.86792374,27.35848999,52.35848999,40.09661865
Switzerland,CHE,2003,96.82539368,92.43243408,94.9748764,96.75675964,98.50746155,95.02487183
Switzerland,CHE,2004,96.05911255,99.50248718,93.20388031,95.02487183,98.07691956,97.59615326
Switzerland,CHE,2005,97.07317352,96.07843018,90.77669525,93.13725281,98.08612061,97.11538696
Switzerland,CHE,2006,96.5853653,98.53658295,95.16908264,92.64705658,97.12918854,98.07691956
Switzerland,CHE,2007,96.60194397,99.02912903,94.20289612,95.14562988,97.60765839,98.07691956
Switzerland,CHE,2008,97.08737946,98.54368591,94.71154022,93.68932343,96.63461304,98.07691956
Switzerland,CHE,2009,97.12918854,98.08612061,94.78672791,94.25836945,95.73459625,99.52606964
Switzerland,CHE,2010,96.66666412,97.60765839,92.41706085,94.73683929,94.31279755,99.05213165
Switzerland,CHE,2011,95.73459625,97.63033295,94.31279755,94.78672791,93.89671326,98.59155273
Switzerland,CHE,2012,97.63033295,97.63033295,98.57820129,95.26066589,96.71361542,98.12206268
Switzerland,CHE,2013,97.63033295,98.10426331,98.10426331,94.31279755,96.244133,98.12206268
Switzerland,CHE,2014,98.07691956,99.5192337,98.09523773,96.15384674,98.07691956,99.01477814
Switzerland,CHE,2015,97.61904907,99.52381134,96.19047546,95.23809814,97.61904907,98.52217102
Switzerland,CHE,2016,95.7142868,99.52381134,94.2857132,98.09523773,98.09523773,97.53694916
Switzerland,CHE,2017,96.66666412,99.52381134,93.80952454,97.14286041,99.04762268,98.02955627
Switzerland,CHE,2018,96.66666412,99.04762268,94.81131744,97.14286041,99.04762268,99.02912903
Switzerland,CHE,2019,96.66666412,99.04762268,94.3396225,94.76190186,99.04762268,97.58454132
Switzerland,CHE,2020,97.14286041,99.04762268,91.50943756,93.80952454,97.61904907,98.55072784
Switzerland,CHE,2021,96.66666412,99.04762268,89.62264252,95.7142868,97.61904907,98.06763458
Switzerland,CHE,2022,97.16981506,99.52830505,92.45282745,94.3396225,97.64151001,99.03381348
Tajikistan,TJK,2003,8.465608597,10.81081104,18.09045219,15.1351347,16.41790962,15.92039776
Tajikistan,TJK,2004,7.38916254,14.42786026,12.13592243,13.43283558,12.98076916,14.42307663
Tajikistan,TJK,2005,12.19512177,11.27450943,10.67961121,12.74509811,14.35406685,11.05769253
Tajikistan,TJK,2006,16.09756088,13.65853691,11.11111069,13.72549057,10.52631569,9.134614944
Tajikistan,TJK,2007,15.04854393,13.5922327,22.22222137,13.5922327,8.133971214,10.57692337
Tajikistan,TJK,2008,9.223300934,13.10679626,18.26922989,16.5048542,8.17307663,10.09615421
Tajikistan,TJK,2009,6.698564529,12.44019127,16.11374474,14.83253574,8.056872368,10.42654037
Tajikistan,TJK,2010,4.761904716,18.66028786,15.63981056,18.18181801,9.952606201,8.530805588
Tajikistan,TJK,2011,7.109004974,17.53554535,16.587677,18.95734596,9.859154701,9.859154701
Tajikistan,TJK,2012,6.635071278,19.43128014,12.32227516,17.06161118,9.389671326,8.450704575
Tajikistan,TJK,2013,7.109004974,14.21800995,13.27014256,15.16587639,8.450704575,6.103286266
Tajikistan,TJK,2014,12.01923084,21.15384674,23.33333397,15.38461494,13.46153831,6.896551609
Tajikistan,TJK,2015,11.90476227,18.5714283,18.5714283,12.85714245,12.38095284,5.911330223
Tajikistan,TJK,2016,11.90476227,12.38095284,20,10.95238113,10.47619057,5.911330223
Tajikistan,TJK,2017,8.095237732,10.95238113,22.8571434,11.90476227,7.619047642,4.92610836
Tajikistan,TJK,2018,6.666666508,11.4285717,19.81132126,11.4285717,7.619047642,4.854369164
Tajikistan,TJK,2019,9.047618866,12.38095284,26.41509438,11.4285717,8.571428299,3.864734411
Tajikistan,TJK,2020,8.095237732,21.90476227,26.88679314,11.4285717,9.047618866,3.864734411
Tajikistan,TJK,2021,6.666666508,29.52380943,23.58490562,11.4285717,10.47619057,3.38164258
Tajikistan,TJK,2022,6.13207531,23.58490562,21.22641563,11.320755,10.84905624,3.864734411
Ukraine,UKR,2003,16.40211678,30.27026939,34.67336655,34.05405426,24.8756218,30.84577179
Ukraine,UKR,2004,16.25615692,30.34825897,29.61165047,42.28855896,24.51922989,28.36538506
Ukraine,UKR,2005,24.87804794,31.86274529,37.37863922,33.82352829,25.83732033,39.42307663
Ukraine,UKR,2006,24.87804794,36.5853653,43.47826004,33.82352829,24.88038254,47.59615326
Ukraine,UKR,2007,21.35922241,25.72815514,48.79227066,37.37863922,26.79425812,49.51922989
Ukraine,UKR,2008,19.90291214,22.81553459,45.67307663,33.98058319,27.40384674,50.48077011
Ukraine,UKR,2009,15.31100464,21.53110123,34.12322235,31.57894707,25.59241676,50.23696518
Ukraine,UKR,2010,16.19047546,23.92344475,45.49763107,35.40670013,23.69668198,45.0236969
Ukraine,UKR,2011,14.69194317,20.85308075,43.60189438,32.22748947,23.00469398,44.6009407
Ukraine,UKR,2012,12.32227516,32.70142365,41.7061615,31.27962112,24.41314507,40.37558746
Ukraine,UKR,2013,10.90047359,29.85782051,20.85308075,30.33175278,22.53521156,37.5586853
Ukraine,UKR,2014,14.42307663,39.90384674,5.714285851,31.25,20.67307663,43.34975433
Ukraine,UKR,2015,13.80952358,33.33333206,5.238095284,30,20,43.84236526
Ukraine,UKR,2016,19.04761887,31.4285717,6.666666508,38.57143021,20,47.78325272
Ukraine,UKR,2017,20.95238113,33.33333206,6.666666508,40.47618866,23.33333397,47.29064178
Ukraine,UKR,2018,17.61904716,37.1428566,5.660377502,43.33333206,23.80952454,43.68931961
Ukraine,UKR,2019,24.76190567,38.57143021,8.962264061,44.76190567,24.76190567,46.85990524
Ukraine,UKR,2020,22.8571434,37.61904907,12.26415062,42.38095093,25.23809433,51.6908226
Ukraine,UKR,2021,24.2857151,35.23809433,12.73584938,42.38095093,25.7142849,49.27536392
Ukraine,UKR,2022,29.24528313,33.01886749,5.660377502,40.56603622,18.86792374,45.89371872
United Kingdom,GBR,2003,95.23809814,91.89189148,54.27135849,95.13513184,94.02985382,90.5472641
United Kingdom,GBR,2004,94.58128357,94.02985382,49.51456451,96.51741028,93.2692337,95.19230652
United Kingdom,GBR,2005,94.63414764,95.09803772,50.48543549,96.5686264,91.86602783,92.30769348
United Kingdom,GBR,2006,92.68292999,93.17073059,66.18357849,99.50980377,95.69377899,94.2307663
United Kingdom,GBR,2007,92.71844482,92.71844482,66.18357849,99.02912903,93.30143738,92.78845978
United Kingdom,GBR,2008,92.23300934,93.20388031,61.05769348,97.57281494,93.2692337,92.30769348
United Kingdom,GBR,2009,91.86602783,90.90908813,48.3412323,94.73683929,94.31279755,91.94313049
United Kingdom,GBR,2010,92.38095093,92.82296753,60.1895752,97.60765839,95.73459625,91.94313049
United Kingdom,GBR,2011,92.41706085,93.3649292,58.76777267,95.26066589,92.48826599,92.01877594
United Kingdom,GBR,2012,92.89099884,93.3649292,59.71564102,94.78672791,94.8356781,92.48826599
United Kingdom,GBR,2013,93.3649292,90.99526215,63.03317642,96.20853424,93.89671326,92.48826599
United Kingdom,GBR,2014,93.2692337,92.78845978,59.52381134,97.11538696,94.71154022,90.14778137
United Kingdom,GBR,2015,93.80952454,94.2857132,61.42856979,98.57142639,93.80952454,92.1182251
United Kingdom,GBR,2016,94.2857132,92.38095093,58.09523773,95.23809814,92.38095093,93.10344696
United Kingdom,GBR,2017,95.23809814,90.47618866,60.47618866,94.2857132,92.85713959,93.59606171
United Kingdom,GBR,2018,94.76190186,88.57142639,50.47169876,95.7142868,91.90476227,93.20388031
United Kingdom,GBR,2019,93.33333588,90,62.26415253,93.80952454,91.90476227,91.78743744
United Kingdom,GBR,2020,94.2857132,88.57142639,61.320755,92.38095093,90,88.8888855
United Kingdom,GBR,2021,93.33333588,86.19047546,60.84905624,90.95237732,89.52381134,89.85507202
United Kingdom,GBR,2022,92.92453003,85.84906006,62.26415253,93.39622498,89.15093994,89.37197876
Uzbekistan,UZB,2003,18.51851845,9.189188957,12.06030178,7.02702713,9.950248718,2.98507452
Uzbekistan,UZB,2004,13.79310322,7.960198879,8.252427101,4.975124359,7.211538315,3.365384579
Uzbekistan,UZB,2005,9.756097794,9.8039217,3.883495092,5.392157078,5.263157845,1.923076868
Uzbekistan,UZB,2006,17.07317162,10.24390221,6.76328516,3.431372643,4.78468895,1.923076868
Uzbekistan,UZB,2007,15.53398037,12.62135887,10.14492798,4.854369164,9.569377899,1.442307711
Uzbekistan,UZB,2008,14.56310654,18.93203926,13.46153831,6.310679436,10.09615421,1.923076868
Uzbekistan,UZB,2009,5.263157845,31.57894707,18.48341179,6.220095634,6.635071278,1.421800971
Uzbekistan,UZB,2010,4.285714149,27.27272797,23.69668198,5.263157845,4.739336491,0.947867274
Uzbekistan,UZB,2011,2.843601942,27.48815155,28.4360199,3.791469097,3.286385059,1.408450723
Uzbekistan,UZB,2012,4.265402794,19.9052124,29.85782051,3.791469097,7.981220722,1.877934217
Uzbekistan,UZB,2013,8.056872368,19.43128014,27.01421738,2.843601942,9.859154701,2.347417831
Uzbekistan,UZB,2014,9.615385056,26.44230843,36.66666794,3.365384579,10.09615421,2.46305418
Uzbekistan,UZB,2015,8.571428299,23.33333397,33.33333206,2.857142925,10.95238113,2.46305418
Uzbekistan,UZB,2016,10.95238113,28.5714283,36.19047546,4.285714149,11.90476227,2.955665112
Uzbekistan,UZB,2017,11.90476227,30,37.61904907,8.571428299,10.95238113,3.448275805
Uzbekistan,UZB,2018,12.85714245,31.4285717,35.84905624,10,12.85714245,6.310679436
Uzbekistan,UZB,2019,15.23809528,31.4285717,34.90565872,11.90476227,13.33333302,6.280193329
Uzbekistan,UZB,2020,15.71428585,29.52380943,32.07546997,13.80952358,12.85714245,6.280193329
Uzbekistan,UZB,2021,22.38095284,40.47618866,37.73584747,31.90476227,18.5714283,12.56038666
Uzbekistan,UZB,2022,24.52830124,38.20754623,39.62264252,31.60377312,21.69811249,12.56038666
